profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,62,2,0.2361873709441725,0.894807535883673
fpca256_4,outer_fold,62,3,0.03361826801477689,0.9284258038984499
fpca256_4,outer_fold,62,4,0.017265895257377737,0.9456916991558276
fpca256_4,outer_fold,63,1,0.6283428553371768,0.6283428553371768
fpca256_4,outer_fold,63,2,0.2638208875046668,0.8921637428418436
fpca256_4,outer_fold,63,3,0.03593826045667999,0.9281020032985237
fpca256_4,outer_fold,63,4,0.01942014675410381,0.9475221500526275
fpca256_4,outer_fold,64,1,0.6199990056829456,0.6199990056829456
fpca256_4,outer_fold,64,2,0.27526539212956835,0.895264397812514
fpca256_4,outer_fold,64,3,0.03583339494349323,0.9310977927560072
fpca256_4,outer_fold,64,4,0.016078046276929128,0.9471758390329363
fpca256_4,outer_fold,65,1,0.6390910888229823,0.6390910888229823
fpca256_4,outer_fold,65,2,0.25597131826201586,0.8950624070849982
fpca256_4,outer_fold,65,3,0.03421136417174375,0.9292737712567419
fpca256_4,outer_fold,65,4,0.01771809883473761,0.9469918700914796
fpca256_4,outer_fold,66,1,0.638353779309739,0.638353779309739
fpca256_4,outer_fold,66,2,0.2571488262792686,0.8955026055890076
fpca256_4,outer_fold,66,3,0.034168689055709474,0.9296712946447171
fpca256_4,outer_fold,66,4,0.01770127963843735,0.9473725742831545
fpca256_4,outer_fold,67,1,0.615252856937671,0.615252856937671
fpca256_4,outer_fold,67,2,0.27668449100087084,0.8919373479385417
fpca256_4,outer_fold,67,3,0.037606789750132485,0.9295441376886742
fpca256_4,outer_fold,67,4,0.01768520232254988,0.947229340011224
fpca256_4,outer_fold,68,1,0.6100564793334067,0.6100564793334067
fpca256_4,outer_fold,68,2,0.27722391294257803,0.8872803922759847
fpca256_4,outer_fold,68,3,0.036424586150958685,0.9237049784269433
fpca256_4,outer_fold,68,4,0.019442927047654372,0.9431479054745977
fpca256_4,outer_fold,69,1,0.6355454238025205,0.6355454238025205
fpca256_4,outer_fold,69,2,0.25740332269668664,0.8929487464992072
fpca256_4,outer_fold,69,3,0.03577310240217069,0.9287218489013779
fpca256_4,outer_fold,69,4,0.0166204308056605,0.9453422797070383
fpca256_4,outer_fold,70,1,0.5878160234337383,0.5878160234337383
fpca256_4,outer_fold,70,2,0.301607752599252,0.8894237760329903
fpca256_4,outer_fold,70,3,0.03652873295479908,0.9259525089877894
fpca256_4,outer_fold,70,4,0.018683912224989576,0.9446364212127789
fpca256_4,outer_fold,71,1,0.6264264715857693,0.6264264715857693
fpca256_4,outer_fold,71,2,0.26657262987885044,0.8929991014646197
fpca256_4,outer_fold,71,3,0.03629094431474677,0.9292900457793665
fpca256_4,outer_fold,71,4,0.016507201309121904,0.9457972470884883
fpca256_4,outer_fold,72,1,0.6437932862402036,0.6437932862402036
fpca256_4,outer_fold,72,2,0.25116939010489603,0.8949626763450996
fpca256_4,outer_fold,72,3,0.03519424763390617,0.9301569239790058
fpca256_4,outer_fold,72,4,0.016629140434010158,0.946786064413016
fpca256_4,outer_fold,73,1,0.6373988718682553,0.6373988718682553
fpca256_4,outer_fold,73,2,0.2584726297696111,0.8958715016378664
fpca256_4,outer_fold,73,3,0.03222391804771885,0.9280954196855853
fpca256_4,outer_fold,73,4,0.018458051108724397,0.9465534707943097
fpca256_4,outer_fold,74,1,0.644100864658889,0.644100864658889
fpca256_4,outer_fold,74,2,0.24575929223949347,0.8898601568983825
fpca256_4,outer_fold,74,3,0.037270018187283746,0.9271301750856662
fpca256_4,outer_fold,74,4,0.019330405018022308,0.9464605801036885
fpca256_4,outer_fold,75,1,0.644890495323852,0.644890495323852
fpca256_4,outer_fold,75,2,0.24846466796845207,0.893355163292304
fpca256_4,outer_fold,75,3,0.03467869161626061,0.9280338549085646
fpca256_4,outer_fold,75,4,0.01959085420288441,0.947624709111449
fpca256_4,outer_fold,76,1,0.6306968139491772,0.6306968139491772
fpca256_4,outer_fold,76,2,0.2656130442084352,0.8963098581576123
fpca256_4,outer_fold,76,3,0.03434925616616782,0.9306591143237801
fpca256_4,outer_fold,76,4,0.016589900404132045,0.9472490147279121
fpca256_4,outer_fold,77,1,0.6444651680236662,0.6444651680236662
fpca256_4,outer_fold,77,2,0.24867124866350412,0.8931364166871703
fpca256_4,outer_fold,77,3,0.037343342470826914,0.9304797591579972
fpca256_4,outer_fold,77,4,0.017108987542298955,0.9475887467002961
fpca256_4,outer_fold,78,1,0.6182257863483326,0.6182257863483326
fpca256_4,outer_fold,78,2,0.27510703463498015,0.8933328209833127
fpca256_4,outer_fold,78,3,0.03283825033445982,0.9261710713177725
fpca256_4,outer_fold,78,4,0.017494944654597912,0.9436660159723704
fpca256_4,outer_fold,79,1,0.6035849122018931,0.6035849122018931
fpca256_4,outer_fold,79,2,0.28349210457627394,0.8870770167781671
fpca256_4,outer_fold,79,3,0.037349983947652585,0.9244270007258196
fpca256_4,outer_fold,79,4,0.01913670102802149,0.9435637017538411
fpca256_4,outer_fold,80,1,0.6275003712657418,0.6275003712657418
fpca256_4,outer_fold,80,2,0.2653397808349947,0.8928401521007365
fpca256_4,outer_fold,80,3,0.03601100790969689,0.9288511600104334
fpca256_4,outer_fold,80,4,0.019097584623029212,0.9479487446334627
fpca256_4,outer_fold,81,1,0.6138787159030954,0.6138787159030954
fpca256_4,outer_fold,81,2,0.2753405184677559,0.8892192343708514
fpca256_4,outer_fold,81,3,0.034350410894935436,0.9235696452657868
fpca256_4,outer_fold,81,4,0.017629746825293342,0.9411993920910802
fpca256_4,outer_fold,82,1,0.6464172156434101,0.6464172156434101
fpca256_4,outer_fold,82,2,0.24745828275640033,0.8938754983998105
fpca256_4,outer_fold,82,3,0.0367882497757256,0.9306637481755361
fpca256_4,outer_fold,82,4,0.016334215733875886,0.9469979639094119
fpca256_4,outer_fold,83,1,0.6351089246880873,0.6351089246880873
fpca256_4,outer_fold,83,2,0.2596861539163067,0.894795078604394
fpca256_4,outer_fold,83,3,0.03468216914056543,0.9294772477449594
fpca256_4,outer_fold,83,4,0.017808616627126378,0.9472858643720858
fpca256_4,outer_fold,84,1,0.6179754998168073,0.6179754998168073
fpca256_4,outer_fold,84,2,0.27447052826643575,0.8924460280832431
fpca256_4,outer_fold,84,3,0.035188416712818124,0.9276344447960613
fpca256_4,outer_fold,84,4,0.018561653914753833,0.9461960987108151
fpca256_4,outer_fold,85,1,0.6322247985487071,0.6322247985487071
fpca256_4,outer_fold,85,2,0.2584641199222364,0.8906889184709434
fpca256_4,outer_fold,85,3,0.03729147673901598,0.9279803952099595
fpca256_4,outer_fold,85,4,0.017493974329793317,0.9454743695397527
fpca256_4,outer_fold,86,1,0.626985434837338,0.626985434837338
fpca256_4,outer_fold,86,2,0.2688459703335605,0.8958314051708985
fpca256_4,outer_fold,86,3,0.034082731948414775,0.9299141371193134
fpca256_4,outer_fold,86,4,0.01584790806071711,0.9457620451800305
fpca256_4,outer_fold,87,1,0.6363544615471104,0.6363544615471104
fpca256_4,outer_fold,87,2,0.2573932862340258,0.8937477477811362
fpca256_4,outer_fold,87,3,0.035345672475724274,0.9290934202568605
fpca256_4,outer_fold,87,4,0.01862277889351463,0.9477161991503751
fpca256_4,outer_fold,88,1,0.6293194426591737,0.6293194426591737
fpca256_4,outer_fold,88,2,0.267291046424592,0.8966104890837657
fpca256_4,outer_fold,88,3,0.03312022063863215,0.9297307097223979
fpca256_4,outer_fold,88,4,0.017206096481461867,0.9469368062038598
fpca256_4,outer_fold,89,1,0.6118826408480033,0.6118826408480033
fpca256_4,outer_fold,89,2,0.273613412237097,0.8854960530851003
fpca256_4,outer_fold,89,3,0.038204730306996906,0.9237007833920972
fpca256_4,outer_fold,89,4,0.020473342565748977,0.9441741259578461
fpca256_4,outer_fold,90,1,0.6353145751743529,0.6353145751743529
fpca256_4,outer_fold,90,2,0.2555349743180561,0.8908495494924089
fpca256_4,outer_fold,90,3,0.03778378363251114,0.92863333312492
fpca256_4,outer_fold,90,4,0.017145790008468845,0.9457791231333889
fpca256_4,outer_fold,91,1,0.6445099548745067,0.6445099548745067
fpca256_4,outer_fold,91,2,0.25076393134853403,0.8952738862230407
fpca256_4,outer_fold,91,3,0.035558489423073034,0.9308323756461138
fpca256_4,outer_fold,91,4,0.018010323763569855,0.9488426994096836
fpca256_4,outer_fold,92,1,0.6134483492837073,0.6134483492837073
fpca256_4,outer_fold,92,2,0.2830706799126066,0.8965190291963139
fpca256_4,outer_fold,92,3,0.031120953896143375,0.9276399830924572
fpca256_4,outer_fold,92,4,0.017310706913517142,0.9449506900059743
fpca256_4,outer_fold,93,1,0.617246673753536,0.617246673753536
fpca256_4,outer_fold,93,2,0.2732736195341475,0.8905202932876836
fpca256_4,outer_fold,93,3,0.03779398516969647,0.92831427845738
fpca256_4,outer_fold,93,4,0.017708734716795686,0.9460230131741757
fpca256_4,outer_fold,94,1,0.6253062064845482,0.6253062064845482
fpca256_4,outer_fold,94,2,0.2639272206932673,0.8892334271778155
fpca256_4,outer_fold,94,3,0.035882906052324644,0.9251163332301402
fpca256_4,outer_fold,94,4,0.019174725021749706,0.9442910582518899
fpca256_4,outer_fold,95,1,0.5978184196963011,0.5978184196963011
fpca256_4,outer_fold,95,2,0.284231798719388,0.8820502184156891
fpca256_4,outer_fold,95,3,0.0400261576483497,0.9220763760640388
fpca256_4,outer_fold,95,4,0.02050859245973695,0.9425849685237757
fpca256_4,outer_fold,96,1,0.6377288404219754,0.6377288404219754
fpca256_4,outer_fold,96,2,0.2549558957058044,0.8926847361277799
fpca256_4,outer_fold,96,3,0.034677068262626044,0.9273618043904059
fpca256_4,outer_fold,96,4,0.018379733280462836,0.9457415376708688
fpca256_4,outer_fold,97,1,0.6346431592614533,0.6346431592614533
fpca256_4,outer_fold,97,2,0.26190002826779835,0.8965431875292517
fpca256_4,outer_fold,97,3,0.03425191969640014,0.9307951072256518
fpca256_4,outer_fold,97,4,0.017157267387470542,0.9479523746131224
fpca256_4,outer_fold,98,1,0.6408896865582484,0.6408896865582484
